,receivedAt,protocolVersion_mean,deviceId_mean,photosyntheticallyActiveRadiation_mean,protocolVersion_max,deviceId_max,photosyntheticallyActiveRadiation_max,protocolVersion_min,deviceId_min,photosyntheticallyActiveRadiation_min
6782,2025-04-09 12:00:00+00:00,2,21455,722.6333333,2,21455,791.9,2,21455,626.2
6783,2025-04-09 13:00:00+00:00,2,21455,733.9666667,2,21455,775.5,2,21455,697.6
6784,2025-04-09 14:00:00+00:00,2,21455,535.2666667,2,21455,604.2,2,21455,442.2
6785,2025-04-09 15:00:00+00:00,2,21455,339.0666667,2,21455,440.4,2,21455,254.5
6786,2025-04-09 16:00:00+00:00,2,21455,135.5,2,21455,165.7,2,21455,107.1
6787,2025-04-09 17:00:00+00:00,2,21455,29.3,2,21455,54,2,21455,7.3
6788,2025-04-09 18:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6789,2025-04-09 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6790,2025-04-09 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6791,2025-04-09 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6792,2025-04-09 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6793,2025-04-09 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6794,2025-04-10 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6795,2025-04-10 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6796,2025-04-10 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6797,2025-04-10 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6798,2025-04-10 04:00:00+00:00,2,21455,1.833333333,2,21455,5.5,2,21455,0
6799,2025-04-10 05:00:00+00:00,2,21455,43.9,2,21455,67.7,2,21455,20.1
6800,2025-04-10 06:00:00+00:00,2,21455,108.6333333,2,21455,120.8,2,21455,91.6
6801,2025-04-10 07:00:00+00:00,2,21455,151.0666667,2,21455,182.2,2,21455,114.4
6802,2025-04-10 08:00:00+00:00,2,21455,286.55,2,21455,326.8,2,21455,246.3
6803,2025-04-10 09:00:00+00:00,2,21455,268.5333333,2,21455,325,2,21455,226.1
6804,2025-04-10 10:00:00+00:00,2,21455,617.6666667,2,21455,661.9,2,21455,579.5
6805,2025-04-10 11:00:00+00:00,2,21455,680.2,2,21455,696.7,2,21455,657.3
6806,2025-04-10 12:00:00+00:00,2,21455,759.3,2,21455,802.9,2,21455,681.2
6807,2025-04-10 13:00:00+00:00,2,21455,750.4333333,2,21455,815.7,2,21455,677.5
6808,2025-04-10 14:00:00+00:00,2,21455,575.8333333,2,21455,674.7,2,21455,455
6809,2025-04-10 15:00:00+00:00,2,21455,419.6333333,2,21455,462.3,2,21455,357.1
6810,2025-04-10 16:00:00+00:00,2,21455,188.6,2,21455,223.4,2,21455,133.7
6811,2025-04-10 17:00:00+00:00,2,21455,31.13333333,2,21455,58.6,2,21455,9.2
6812,2025-04-10 18:00:00+00:00,2,21455,0.3,2,21455,0.9,2,21455,0
6813,2025-04-10 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6814,2025-04-10 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6815,2025-04-10 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6816,2025-04-10 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6817,2025-04-10 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6818,2025-04-11 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6819,2025-04-11 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6820,2025-04-11 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6821,2025-04-11 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6822,2025-04-11 04:00:00+00:00,2,21455,3.033333333,2,21455,8.2,2,21455,0
6823,2025-04-11 05:00:00+00:00,2,21455,38.46666667,2,21455,51.3,2,21455,24.7
6824,2025-04-11 06:00:00+00:00,2,21455,213.9,2,21455,279.2,2,21455,143.7
6825,2025-04-11 07:00:00+00:00,2,21455,386.0666667,2,21455,463.3,2,21455,304.9
6826,2025-04-11 08:00:00+00:00,2,21455,578.3,2,21455,650,2,21455,506.3
6827,2025-04-11 09:00:00+00:00,2,21455,737,2,21455,788.3,2,21455,698.5
6828,2025-04-11 10:00:00+00:00,2,21455,787.0666667,2,21455,813.9,2,21455,758.1
6829,2025-04-11 11:00:00+00:00,2,21455,687.5333333,2,21455,715.9,2,21455,661.9
6830,2025-04-11 12:00:00+00:00,2,21455,772.4,2,21455,835,2,21455,677.5
6831,2025-04-11 13:00:00+00:00,2,21455,776.0666667,2,21455,813,2,21455,749.8
6832,2025-04-11 14:00:00+00:00,2,21455,573.7333333,2,21455,673.8,2,21455,477
6833,2025-04-11 15:00:00+00:00,2,21455,404.9666667,2,21455,459.6,2,21455,325
6834,2025-04-11 16:00:00+00:00,2,21455,175.2,2,21455,227.1,2,21455,140.1
6835,2025-04-11 17:00:00+00:00,2,21455,36,2,21455,67.7,2,21455,11
6836,2025-04-11 18:00:00+00:00,2,21455,0.3,2,21455,0.9,2,21455,0
6837,2025-04-11 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6838,2025-04-11 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6839,2025-04-11 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6840,2025-04-11 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6841,2025-04-11 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6842,2025-04-12 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6843,2025-04-12 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6844,2025-04-12 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6845,2025-04-12 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6846,2025-04-12 04:00:00+00:00,2,21455,2.433333333,2,21455,6.4,2,21455,0
6847,2025-04-12 05:00:00+00:00,2,21455,32.33333333,2,21455,49.4,2,21455,18.3
6848,2025-04-12 06:00:00+00:00,2,21455,202.6666667,2,21455,264.6,2,21455,139.2
6849,2025-04-12 07:00:00+00:00,2,21455,364.0666667,2,21455,436.7,2,21455,294.8
6850,2025-04-12 08:00:00+00:00,2,21455,538.6333333,2,21455,608.8,2,21455,478.8
6851,2025-04-12 09:00:00+00:00,2,21455,690.0333333,2,21455,712.3,2,21455,670.2
6852,2025-04-12 10:00:00+00:00,2,21455,768.7333333,2,21455,780,2,21455,749.8
6853,2025-04-12 11:00:00+00:00,2,21455,670.1666667,2,21455,712.3,2,21455,636.3
6854,2025-04-12 12:00:00+00:00,2,21455,733.6333333,2,21455,763.5,2,21455,700.4
6855,2025-04-12 13:00:00+00:00,2,21455,543.2,2,21455,674.7,2,21455,418.4
